"ID","StoreOpenYear","YearsSinceRemodel","Cluster","RecommendedServices"
"880","1994","15.0","0","Beer, Available, Wine"
"957","1995","15.0","0",""
"1036","1997","15.0","0",""
"893","1994","15.0","0",""
"842","1993","15.0","0",""
"753","1996","15.0","0",""
"2035","2005","8.0","2",""
"843","1993","15.0","0",""
"2490","2009","","2",""
"1176","1998","7.0","0",""
"2081","2005","20.0","2",""
"1912","2004","","2",""
"1342","2001","15.0","0",""
"837","1993","15.0","0","Starbucks"
"1385","2002","15.0","1","CafePizza, Available, Beer"
"868","1993","15.0","0","Starbucks"
"3270","2017","","0",""
"833","1993","20.0","2",""
"841","1993","15.0","0","Starbucks"
"1888","2004","15.0","0","Beer, Available, Wine"
"2087","2007","15.0","1","Available, Beer"
"1924","2004","15.0","0",""
"1125","1998","15.0","0","Starbucks"
"732","1995","15.0","1","Available, Beer"
"1879","2004","15.0","0","Beer, Available, Wine"
"928","1995","8.0","0",""
"865","1993","15.0","0",""
"2344","2008","15.0","0",""
"1460","2002","15.0","3","Mobile, Kiosk"
"1167","1999","8.0","0",""
"2860","2015","","0",""
"1168","1998","7.0","0",""
"2078","2006","15.0","0",""
"3252","2017","","0","Starbucks"
"1437","2003","8.0","0",""
"942","1994","8.0","0",""
"2781","2012","","0",""
"927","1994","15.0","0","Beer, Available, Wine"
"1488","2002","15.0","3","Beer, Available, Wine"
"3214","2017","","0",""
"2079","2006","8.0","0",""
"2613","2013","","0",""
"1889","2004","9.0","0",""
"3208","2017","","0","Starbucks"
"2799","2012","","0","Starbucks"
"3221","2016","","0",""
"2373","2010","","0",""
"3219","2016","","0",""
"3283","2018","","0","Starbucks"
"3207","2015","","0",""
"1070","1997","14.0","0","Mobile, Kiosk"
"1913","2004","15.0","0",""
"2251","2008","15.0","0",""
"2048","2005","15.0","0",""
"731","1995","15.0","0",""
"859","1993","7.0","0","CVS, pharmacy, Fresh, Grocery, Mobile, Kiosk, Beer, Available, Starbucks, Wine"
"821","1992","13.0","1","CafePizza, Available, Beer"
"2388","2008","14.0","0",""
"2780","2012","","0",""
"2199","2006","13.0","1","Available, Beer"
"863","1994","14.0","1","Available, Beer"
"2586","2009","16.0","0",""
"24","1970","14.0","0","Mobile, Kiosk, Starbucks"
"1895","2004","14.0","1","Available, Beer"
"1925","2005","14.0","0",""
"152","1981","19.0","0","CVS, pharmacy, Fresh, Grocery, Mobile, Kiosk, Beer, Available, Starbucks, Wine"
"223","1984","14.0","3","Beer, Available, Wine"
"1212","1999","14.0","3",""
"238","1986","13.0","3",""
"1248","2000","21.0","3","Fresh, Grocery"
"1880","2004","","0","Fresh, Grocery"
"870","1993","9.0","3",""
"1247","2001","13.0","1","Starbucks, Available, Beer"
"1286","2001","15.0","3",""
"1483","2002","13.0","1","CafePizza"
"659","1991","14.0","1","CafePizza, Available, Beer"
"848","1993","17.0","1","CVS, pharmacy, Fresh, Grocery, CafePizza"
"1762","2000","25.0","2",""
"1902","2004","21.0","0","Fresh, Grocery"
"2327","2007","18.0","1","Fresh, Grocery"
"1445","2002","23.0","2",""
"1482","2003","13.0","1",""
"1246","2001","18.0","0","CVS, pharmacy, Fresh, Grocery, Mobile, Kiosk"
"4","1962","16.0","1","Available, Beer"
"61","1978","14.0","0","CVS, pharmacy, Beer, Available, Wine"
"658","1991","7.0","1","CafePizza, Available, Beer"
"699","1992","20.0","3","Fresh, Grocery"
"1082","1997","8.0","3","CVS, pharmacy, Mobile, Kiosk, Fresh, Grocery, Beer, Available, Wine"
"617","1990","10.0","3","CVS, pharmacy, Fresh, Grocery"
"1230","2001","7.0","0","CVS, pharmacy, Fresh, Grocery"
"2206","2006","","1","Mobile, Kiosk, Fresh, Grocery"
"1237","1999","8.0","1","CVS, pharmacy, Fresh, Grocery, CafePizza"
"1282","2000","","3","CVS, pharmacy, Fresh, Grocery, Beer, Available, Wine"
"171","1982","21.0","3","Fresh, Grocery"
"1333","2001","18.0","3","CVS, pharmacy, Mobile, Kiosk, Fresh, Grocery"
"679","1991","13.0","3","CVS, pharmacy, Mobile, Kiosk"
"915","1994","8.0","3","CVS, pharmacy, Mobile, Kiosk, Fresh, Grocery"
"2857","2014","","0",""
"636","1990","13.0","0",""
"885","1994","18.0","3","Fresh, Grocery"
"1540","2003","7.0","0","CVS, pharmacy, Fresh, Grocery"
"830","1992","13.0","3",""
"2314","2007","","0","Fresh, Grocery, Mobile, Kiosk"
"1064","1997","","3","CVS, pharmacy, Mobile, Kiosk, Fresh, Grocery"
"760","1996","13.0","3","CVS, pharmacy"
"253","1986","8.0","3","CVS, pharmacy, Fresh, Grocery, Beer, Available, Wine"
"996","1995","14.0","0",""
"995","1995","14.0","0",""
"1331","2001","14.0","3",""
"1446","2002","12.0","3",""
"111","1980","18.0","3","Mobile, Kiosk, Fresh, Grocery"
"901","1994","13.0","1",""
"604","1989","13.0","3",""
"2818","2012","13.0","1",""
"1052","1996","13.0","1",""
"1366","2001","8.0","2",""
"1788","2001","","2",""
"1063","1997","13.0","3",""
"2015","2005","13.0","1","Mobile, Kiosk"
"397","1989","13.0","3",""
"881","1993","13.0","0","Mobile, Kiosk"
"773","1996","22.0","0","CVS, pharmacy, Fresh, Grocery, Mobile, Kiosk, Beer, Available, Starbucks, Wine"
"2014","2005","13.0","1",""
"610","1989","18.0","3","Mobile, Kiosk, Fresh, Grocery"
"2440","2008","14.0","0",""
"2217","2006","13.0","0",""
"1933","2004","13.0","0",""
"616","1990","13.0","3",""
"1848","2004","13.0","0",""
"1350","2001","13.0","2",""
"361","1989","13.0","3",""
"2391","2008","13.0","0",""
"673","1991","12.0","3",""
"365","1989","13.0","1","CafePizza"
"1530","2003","16.0","3",""
"924","1994","13.0","0","CVS, pharmacy, Mobile, Kiosk"
"1214","1999","21.0","3","Mobile, Kiosk, Fresh, Grocery"
"1789","2001","24.0","2",""
"1364","2001","","2",""
"671","1991","13.0","3",""
"1878","2004","15.0","0",""
"672","1991","13.0","3","CVS, pharmacy"
"922","1994","12.0","1",""
"634","1990","11.0","0",""
"1971","2006","","1","Mobile, Kiosk, Fresh, Grocery"
"2105","2006","12.0","3",""
"1285","2000","12.0","1",""
"347","1988","26.0","3","Fresh, Grocery"
"350","1988","27.0","3","CVS, pharmacy, Mobile, Kiosk, Fresh, Grocery"
"624","1990","25.0","1","CVS, pharmacy, Starbucks, Fresh, Grocery, Available, Beer"
"1911","2004","16.0","0",""
"623","1990","7.0","0","Fresh, Grocery"
"1465","2002","12.0","3",""
"622","1990","25.0","3","CVS, pharmacy, Fresh, Grocery"
"2415","2008","12.0","0",""
"1317","2001","18.0","3","Mobile, Kiosk, Fresh, Grocery, Wine"
"354","1989","12.0","1","Starbucks"
"896","1994","12.0","1",""
"872","1993","12.0","1","Starbucks"
"1200","1999","13.0","3","Beer, Available, Wine"
"2488","2009","13.0","0",""
"1545","2003","13.0","0",""
"3254","2017","","0","CVS, pharmacy, Starbucks"
"2483","2011","","1","Available, Beer"
"1447","2002","13.0","3",""
"1946","2004","13.0","0",""
"1037","1999","13.0","3","Mobile, Kiosk"
"2557","2011","","0",""
"1092","1997","12.0","0",""
"1534","2003","13.0","3",""
"1393","2002","13.0","3",""
"1091","1997","13.0","0",""
"2486","2009","","0","Fresh, Grocery, Mobile, Kiosk"
"1252","2000","13.0","0",""
"1940","2004","13.0","0",""
"1129","1998","13.0","3",""
"1128","1998","13.0","3",""
"281","1987","12.0","1","Available, Beer"
"611","1989","12.0","1","Mobile, Kiosk, Available, Beer"
"2230","2007","12.0","1",""
"353","1988","12.0","1","Mobile, Kiosk"
"2178","2008","12.0","0","Mobile, Kiosk"
"280","1987","12.0","3","Mobile, Kiosk"
"923","1994","12.0","1",""
"2033","2005","12.0","1",""
"279","1987","19.0","1","Starbucks, Mobile, Kiosk, Fresh, Grocery, Available, Beer"
"1251","2000","12.0","3",""
"2207","2006","12.0","1",""
"1313","2001","12.0","1",""
"282","1988","12.0","3","Mobile, Kiosk"
"2544","2009","14.0","1",""
"351","1989","12.0","1",""
"2254","2007","12.0","0","Mobile, Kiosk"
"605","1989","12.0","1","CafePizza"
"278","1987","12.0","0",""
"1466","2002","12.0","3",""
"819","1993","12.0","3",""
"2113","2008","12.0","1",""
"2159","2006","","3","Fresh, Grocery, Beer, Available, Wine"
"2851","2014","","0",""
"666","1991","14.0","0",""
"1969","2005","14.0","0",""
"945","1994","12.0","1","Mobile, Kiosk"
"2358","2007","14.0","0","Mobile, Kiosk"
"1236","1999","12.0","0","Fresh, Grocery, Starbucks"
"1978","2005","13.0","0",""
"1058","1997","8.0","0",""
"1381","2001","18.0","3","Mobile, Kiosk, Fresh, Grocery, Beer, Available, Wine"
"1072","1997","14.0","0",""
"2070","2007","14.0","0","Mobile, Kiosk"
"1972","2005","14.0","1","Mobile, Kiosk"
"2351","2007","12.0","0","Mobile, Kiosk"
"2086","2005","14.0","0","Mobile, Kiosk"
"2450","2009","14.0","0",""
"1215","1999","21.0","3","Mobile, Kiosk, Fresh, Grocery"
"1325","2001","12.0","3",""
"989","1995","14.0","3","Mobile, Kiosk, Beer, Available, Wine"
"2016","2005","12.0","0",""
"2266","2007","12.0","0",""
"984","1995","12.0","0",""
"985","1995","12.0","0",""
"990","1995","","3","Mobile, Kiosk, Fresh, Grocery, Beer, Available, Wine"
"2226","2007","12.0","0",""
"632","1990","19.0","3","Mobile, Kiosk, Fresh, Grocery"
"792","1996","12.0","0",""
"2228","2007","12.0","0",""
"2119","2006","12.0","0","Mobile, Kiosk"
"986","1996","8.0","3","Mobile, Kiosk, Fresh, Grocery, Beer, Available, Wine"
"1804","2003","12.0","0","Starbucks"
"1841","2004","","0","Fresh, Grocery"
"793","1996","11.0","0",""
"2346","2007","11.0","0",""
"1324","2001","12.0","3","Wine"
"1112","1998","12.0","3",""
"2044","2005","","0","Fresh, Grocery, Mobile, Kiosk"
"988","1995","18.0","1","Fresh, Grocery, Available, Beer"
"2161","2006","12.0","0",""
"794","1996","11.0","0",""
"2157","2006","","0","Fresh, Grocery, Mobile, Kiosk"
"2322","2007","12.0","0",""
"1478","2002","18.0","3","Mobile, Kiosk, Fresh, Grocery"
"1261","2000","12.0","3",""
"2231","2006","","3","Mobile, Kiosk, Fresh, Grocery"
"1828","2003","18.0","3","Fresh, Grocery"
"1301","2000","18.0","3","Fresh, Grocery"
"1463","2002","11.0","1","Available, Beer"
"1162","1998","13.0","3",""
"2407","2008","","1","Fresh, Grocery"
"1872","2004","","2",""
"2069","2005","","2",""
"1949","2005","","3","Mobile, Kiosk, Fresh, Grocery"
"1216","1999","21.0","3","CVS, pharmacy, Fresh, Grocery, Beer, Available, Wine"
"2184","2006","","1","Fresh, Grocery, Available, Beer"
"1217","1999","11.0","1","Available, Beer"
"2787","2013","","1","Available, Beer"
"1270","2000","","3","Mobile, Kiosk, Fresh, Grocery, Beer, Available, Wine"
"2100","2006","","1","Mobile, Kiosk, Fresh, Grocery, Available, Beer"
"2077","2006","11.0","1","Available, Beer"
"1253","2000","11.0","1","Available, Beer"
"2201","2006","11.0","1","Fresh, Grocery, Available, Beer"
"2757","2011","","1","Available, Beer"
"1218","1999","10.0","3","Fresh, Grocery, Beer, Available, Wine"
"2114","2006","11.0","1","Fresh, Grocery, Available, Beer"
"1259","2000","8.0","3","Fresh, Grocery, Beer, Available, Wine"
"1219","1999","11.0","1","CVS, pharmacy, Starbucks, Available, Beer"
"1220","1999","7.0","1","CVS, pharmacy, Fresh, Grocery, CafePizza, Available, Beer"
"2385","2008","11.0","1","Fresh, Grocery, Available, Beer"
"2262","2007","","1","Mobile, Kiosk, Fresh, Grocery, Available, Beer"
"1414","2003","","1","Starbucks, Fresh, Grocery, Available, Beer"
"2784","2014","","1",""
"1932","2004","","2",""
"1794","2003","7.0","1","Fresh, Grocery, CafePizza"
"2721","2011","","1",""
"1080","1997","15.0","3",""
"961","1995","15.0","3",""
"3255","2017","","1","Starbucks, CafePizza"
"1892","2004","15.0","3",""
"887","1994","14.0","2",""
"1535","2003","14.0","1","Starbucks"
"1377","2002","","2",""
"2320","2008","","2",""
"1396","2002","8.0","2",""
"1837","2003","22.0","2",""
"2494","2009","16.0","1",""
"2066","2005","14.0","2",""
"1124","1998","14.0","2","Starbucks"
"2093","2006","14.0","2",""
"858","1993","14.0","2",""
"2144","2006","14.0","2",""
"955","1995","14.0","2",""
"1336","2001","13.0","2",""
"1894","2004","14.0","2",""
"1435","2003","14.0","2","Starbucks"
"993","1995","14.0","2",""
"1975","2005","14.0","0","Beer, Available, Wine"
"2139","2006","14.0","1",""
"75","1979","14.0","2",""
"1459","2002","","2",""
"2419","2008","","2",""
"907","1994","14.0","2",""
"1359","2001","","2",""
"1786","2001","8.0","2",""
"1908","2004","","2",""
"2868","2017","","2",""
"2205","2006","14.0","2",""
"882","1993","14.0","3",""
"2278","2007","","2","Fresh, Grocery, Mobile, Kiosk"
"2374","2008","11.0","2",""
"2495","2009","","2",""
"1982","2005","14.0","2",""
"1066","1997","14.0","2","CVS, pharmacy, Starbucks"
"888","1994","11.0","1",""
"1542","2003","14.0","2","CVS, pharmacy, Starbucks"
"95","1980","14.0","2","Mobile, Kiosk, Starbucks"
"1855","2004","13.0","1",""
"2168","2006","","3","Mobile, Kiosk, Fresh, Grocery"
"1504","2003","","2",""
"1826","2003","","2",""
"2111","2006","15.0","3",""
"1015","1996","19.0","3","Fresh, Grocery"
"1287","2000","12.0","3","Beer, Available, Wine"
"1057","1997","14.0","1",""
"2191","2006","14.0","1",""
"1014","1996","14.0","3","Wine"
"1013","1996","14.0","3","Wine"
"1011","1996","14.0","3","Wine"
"1010","1998","14.0","3","Wine"
"2382","2008","","1","Mobile, Kiosk, Fresh, Grocery"
"1012","1996","14.0","3","Wine"
"1824","2003","15.0","3",""
"1104","1997","15.0","3","Mobile, Kiosk"
"964","1995","19.0","3","Mobile, Kiosk, Fresh, Grocery"
"1334","2001","13.0","3",""
"847","1993","14.0","1","Available, Beer"
"904","1994","18.0","1","Fresh, Grocery, Available, Beer"
"657","1991","13.0","1","CafePizza, Available, Beer"
"1783","2001","13.0","2","CVS, pharmacy, Beer, Available, &"
"2194","2006","13.0","1","CVS, pharmacy, Available, Beer"
"85","1980","10.0","1","CVS, pharmacy, Starbucks, Fresh, Grocery, Available, Beer"
"1226","1999","","3","Mobile, Kiosk, Fresh, Grocery"
"832","1992","9.0","0","CVS, pharmacy, Fresh, Grocery, Mobile, Kiosk, Beer, Available, Starbucks, Wine"
"1506","2002","9.0","2","Fresh, Grocery"
"83","1980","18.0","2","Fresh, Grocery, Starbucks"
"770","1996","10.0","2","CVS, pharmacy, Fresh, Grocery, Starbucks"
"219","1985","8.0","2","CVS, pharmacy, Fresh, Grocery, Beer, Available, &"
"254","1986","19.0","3","CVS, pharmacy, Mobile, Kiosk, Fresh, Grocery"
"2342","2007","","2",""
"1797","2003","22.0","2",""
"2409","2008","14.0","2",""
"1953","2005","","2","CVS, pharmacy, Fresh, Grocery, Mobile, Kiosk"
"1812","2003","14.0","2","Beer, Available, Starbucks, &"
"3250","2017","","1","CafePizza, Available, Beer"
"96","1980","8.0","2",""
"1061","1997","14.0","2",""
"1406","2002","14.0","0","Mobile, Kiosk"
"1444","2002","14.0","0","Mobile, Kiosk, Starbucks"
"2523","2009","15.0","0",""
"1419","2002","14.0","3",""
"343","1988","14.0","0","CVS, pharmacy, Mobile, Kiosk, Starbucks"
"1957","2004","14.0","0",""
"346","1988","14.0","0",""
"1883","2004","14.0","0","Mobile, Kiosk"
"2136","2008","14.0","0",""
"2779","2012","13.0","1",""
"2791","2013","","0",""
"342","1988","14.0","0",""
"681","1993","14.0","0",""
"345","1988","8.0","0",""
"1947","2004","14.0","0",""
"344","1988","14.0","0",""
"1847","2003","14.0","0","Starbucks"
"2290","2007","14.0","0",""
"627","1990","7.0","0",""
"910","1994","14.0","0","Starbucks"
"1868","2004","14.0","0",""
"339","1988","8.0","0","CVS, pharmacy"
"349","1989","14.0","0",""
"628","1990","18.0","3","Fresh, Grocery"
"341","1988","14.0","0","Starbucks"
"362","1989","14.0","0","Starbucks"
"637","1990","14.0","0","CVS, pharmacy"
"1118","1998","14.0","0","Starbucks"
"2786","2012","","0",""
"1205","2001","14.0","0",""
"1355","2001","14.0","0",""
"1284","2000","15.0","0",""
"338","1988","8.0","0",""
"607","1989","14.0","3",""
"337","1988","14.0","0",""
"606","1989","14.0","0","Starbucks"
"2192","2006","14.0","0",""
"696","1992","14.0","0","CVS, pharmacy, Mobile, Kiosk"
"348","1988","7.0","0",""
"2112","2006","","3","Mobile, Kiosk, Fresh, Grocery"
"801","1992","22.0","3","Fresh, Grocery"
"1490","2002","19.0","2","Fresh, Grocery, Mobile, Kiosk, Starbucks"
"2224","2006","","3","Fresh, Grocery"
"2237","2006","11.0","2","Fresh, Grocery"
"335","1989","14.0","2",""
"824","1992","9.0","3","Fresh, Grocery"
"802","1992","19.0","2","Fresh, Grocery"
"2152","2006","","2","Fresh, Grocery"
"771","1996","12.0","1",""
"1852","2004","12.0","1","Fresh, Grocery"
"1979","2005","12.0","2",""
"2426","2008","","2",""
"1523","2003","","2",""
"2803","2012","","2",""
"2467","2008","12.0","2",""
"1785","2001","","2",""
"176","1983","12.0","2",""
"1204","2000","12.0","2",""
"2187","2006","12.0","2",""
"1354","2001","8.0","2",""
"2239","2007","","2",""
"2429","2008","12.0","2",""
"2438","2009","16.0","1",""
"2725","2009","","2","Mobile, Kiosk"
"2288","2007","18.0","2",""
